je,0.08601802628589661
elle,0.012941397928957819
comme,0.010985228853095238
pour,0.008052458268168604
ciao,0.007619047619047661
bella,0.007619047619047661
monnaie,0.007566904941606654
mama,0.007503851109999549
claquer,0.007159904534606245
midi,0.006974562309453785
vais,0.0069389872194050815
minuit,0.006426015514660967
charo,0.006372568438955942
truc,0.006093216075396634
il,0.005735912202612707
lova,0.0057077625570776565
ngwaku,0.005644811115935767
nous,0.005579478816327344
avait,0.005512172714745091
as,0.005491937177947816
oh,0.005098037954460125
djo,0.005052824988516334
gère,0.0047202853466124664
moi,0.004631427109606865
chaud,0.0045486851457000954
gros,0.00429308432432861
juste,0.004245354901033229
ont,0.004215919984428518
ohlala,0.004070004070004092
même,0.003938236797272389
bendo,0.003726948718051763
tout,0.0037131235280276767
ouais,0.0036482696566356404
cala,0.0036367332078720283
bang,0.0036324631689373527
faut,0.0035527987719136144
va,0.003550105617861213
toi,0.0035161174482926344
loco,0.0034406826314340956
tookie,0.003303055326176731
mort,0.0031874585754575998
y,0.0031258086968640178
veut,0.0030217927982556974
bo,0.002778830365037277
trop,0.002753596370882557
depuis,0.0027198506774603
oui,0.0026914793189687105
zifukoro,0.0026646621020366278
négro,0.0026593859812860878
tête,0.002596318547287195
autres,0.0025351741975665684
joue,0.0025331696412776443
vie,0.002523901035545205
na,0.002495035895385898
chance,0.0024730822561582905
sais,0.002457609394582625
quand,0.002433548048890343
charos,0.0024066100485053525
frère,0.002385301152424453
fuck,0.0023759674696375876
beaucoup,0.002365429947340918
bien,0.002346330195396443
papiers,0.002336815949539586
sous,0.0022715293525955834
pourquoi,0.0021849846093972025
donc,0.0021098014191902946
dois,0.00209010391130673
corps,0.002026254360089743
tous,0.0020091624133770224
rôle,0.0019887925162563255
vendu,0.001976031209959632
charlie,0.0019698604062529214
toujours,0.0019619083351403483
donné,0.001907466053249039
tomber,0.0019013385701101351
avocat,0.0018997567407972133
eh,0.0018899826531539505
bah,0.0018736625053613685
numéro,0.0018530245258866886
par,0.0018501588773111384
temps,0.0018109892340766069
soir,0.001808367686395034
delta,0.0017688323047304099
laisse-moi,0.0017402309761113844
oseille,0.0017281811652329507
piano,0.001727803910125446
jamais,0.0016757571352055112
devant,0.0016200096498027344
avant,0.0016135577473338474
nigga,0.0015778214802553332
ans,0.0015681210316689127
vrai,0.001550376163186412
voulait,0.0015311590874291922
merci,0.0015177385695314064
commando,0.0015162113624542937
argent,0.0015139226285720792
être,0.0014927932207462284
coq,0.0014757348025915649
payer,0.001450883823320212
niama,0.0014473874656245555
sortir,0.0014326614845735538
non,0.0014284795090373816
problème,0.0014245014245014324
celui,0.0014245014245014324
règle,0.0014245014245014324
speingof,0.0014211248564541842
reste,0.0014138548563512152
fallait,0.0013931346667607723
parle,0.0013868512674172662
2,0.001386345136345144
combien,0.0013857612718529888
beuh,0.0013673640883336473
lui,0.0013650021429932068
mafia,0.0013576083104090053
bellek,0.001349493537660339
aux,0.001337964127101039
jour,0.0013326870461044073
viser,0.0013151200651200722
mustapha,0.0013026487190621
stapho,0.0013026487190621
euros,0.001285857558311163
aujourd'hui,0.0012847210320561426
problèmes,0.001278363694471084
arrivent,0.001278363694471084
peux,0.001272905531334474
loups,0.0012728386428817362
vous,0.0012711388996172108
nouveau,0.0012701180351380908
-,0.0012656225280810068
frères,0.0012650910638772653
connu,0.0012644314408954732
écoute,0.0012386943891856662
vu,0.0012381467738430112
chez,0.0012362030754646
quoi,0.0012297368758747518
aimait,0.0012249272699433537
pensais,0.0012249272699433537
vois,0.001218567415573085
deux,0.0012069487462827199
og,0.0011758276844483803
personne,0.0011679389071044394
cassez,0.0011579099724996443
staphy,0.0011579099724996443
coller,0.0011579099724996443
cougar,0.0011579099724996443
acheter,0.001151594290997398
fond,0.00113676637158019
liquide,0.0011336914753368869
tellement,0.0011061043589891092
laisserai,0.0011010184420589104
paierai,0.0011010184420589104
vas,0.0010996826614779207
street,0.0010978545959610402
dû,0.001094970451911443
ah,0.0010884804597579398
manu,0.0010755747385659525
sein,0.0010632769588894697
dj,0.0010602471678023452
paye,0.0010375887987225415
car,0.0010359497211555122
glock,0.0010283061574434041
là,0.0010273476101755415
tel-hô,0.0010020128100769823
igo,0.0009876684621401427
hood,0.0009866135922256324
côté,0.0009807394679023909
caisse,0.0009793447293447348
pute,0.0009778102648467933
allô,0.0009712746996891371
donne,0.0009612781337621811
fraîche,0.0009566729917773614
malgré,0.0009523809523809576
nhomme-bo,0.0009492168960607549
bon,0.0009476245160237153
dorénavant,0.0009411884411884463
froc,0.0009379474333085885
vues,0.0009368008948545913
millions,0.0009368008948545913
rappelle,0.0009357528266130848
monde,0.0009341989778620553
chiens,0.0009300915341183848
rebelles,0.0009264406151565735
paris,0.000925096209072166
faudra,0.000919556189232158
arrête,0.0009181646017715662
taffer,0.0009134110540037035
grec,0.0009043595381356341
vont,0.0008902385037707447
belek,0.0008900756564308014
loyer,0.0008755825811802987
doué,0.0008684324793747333
dire,0.0008663481332291669
finir,0.0008654192533046435
danser,0.0008580631363374231
boca,0.0008579028428347512
grand,0.0008574395490283387
plan,0.0008574395490283387
passer,0.0008544125931643785
pah,0.0008534459061611821
putaria,0.000852878464818768
après,0.0008518819875594755
fume,0.0008482215509631638
thune,0.0008449644225506339
dors,0.000840253136740045
voiture,0.00083060728756499
18,0.0008288991684269677
rien,0.000827237334187171
mère,0.0008270035134132966
tire,0.0008230682153362961
fini,0.0008229101030134676
souvent,0.0008225366518922649
flingue,0.0008207011657040493
foyer,0.0008159638384718816
jeune,0.0008140008140008185
