couilles,0.0028881399306364326,**
gros,0.0025188800961355724,**
nique,0.0011546943098748052,**
cul,0.0008385744234800827,**
twerke,0.00041928721174004137,**
merde,0.000340831629175187,**
amour,0.0024627320179687437,aime
pote,0.0023173531696813253,aime
aime,0.0013484659454158347,aime
potes,0.0012959414668065133,aime
coeur,0.001093229352830073,aime
préfère,0.000997923782733908,aime
amis,0.0008117587817540923,aime
poto,0.00046882325363337954,aime
bien,0.00043402777777777716,aime
mieux,0.00043402777777777716,aime
amitié,0.0003183699458771088,aime
sourire,0.0003183699458771088,aime
lovés,0.0013676749525806111,argent
sous,0.0008533149895178186,argent
cash,0.0006837671572958998,argent
monnaie,0.0005291005291005284,argent
paye,0.0005291005291005284,argent
banque,0.00041928721174004137,argent
vie,0.0030960785956008477,concepts_abstraits
monde,0.003061655258230086,concepts_abstraits
temps,0.0025740903041516503,concepts_abstraits
sens,0.0015333415312190628,concepts_abstraits
avenir,0.0005291005291005284,concepts_abstraits
âme,0.000340831629175187,concepts_abstraits
années,0.0003183699458771088,concepts_abstraits
joint,0.0008385744234800827,drogues
fumé,0.0004516711833784999,drogues
rien,0.013199528685029972,exagération
jamais,0.0036770694554912483,exagération
tous,0.0035730820221695444,exagération
trop,0.0023642648932000747,exagération
toujours,0.0008680555555555543,exagération
tellement,0.0008385744234800827,exagération
famille,0.0024679902075118213,famille
mama,0.0019326813585607311,famille
frère,0.001638096684811163,famille
daronne,0.0013550135501354996,famille
fils,0.00118932834099565,famille
frères,0.0008474704749776371,famille
papa,0.0005291005291005284,famille
garçon,0.00046882325363337954,famille
maman,0.0004516711833784999,famille
couz',0.0003429355281207128,famille
mères,0.0003429355281207128,famille
elle,0.0018771622580189286,femme
bonne,0.0008385744234800827,femme
grosses,0.000340831629175187,femme
je,0.10615833211379047,je
moi,0.00599908149993729,je
bled,0.0013550135501354996,lieux
terre,0.0009376465072667591,lieux
afrique,0.00046882325363337954,lieux
marseille,0.0004516711833784999,lieux
or,0.0003183699458771088,luxe
album,0.0008680555555555543,musique
dj,0.0008385744234800827,musique
musique,0.0008385744234800827,musique
rap,0.0008096548828085665,musique
mots,0.0005291005291005284,musique
club,0.0004516711833784999,musique
disques,0.0004516711833784999,musique
rappeur,0.00043402777777777716,musique
noir,0.0008096548828085665,noir
black,0.00041928721174004137,noir
oh,0.005040694899951479,onomatopés
nan,0.00340831629175187,onomatopés
yeah,0.0013971560846560828,onomatopés
ouais,0.0007748594069529641,onomatopés
bah,0.00046882325363337954,onomatopés
homme,0.0033574228810605523,personnes
ennemi,0.0016647319923474176,personnes
ennemis,0.0010884110751327174,personnes
traîtres,0.0003429355281207128,personnes
mec,0.000340831629175187,personnes
dieu,0.0010582010582010568,religieux
allah,0.0005291005291005284,religieux
jour,0.0038601880897081134,sanscategorie2
folle,0.0017066299790356372,sanscategorie2
déteste,0.0013891376154091034,sanscategorie2
flow,0.0013743970493713675,sanscategorie2
fois,0.0012107637874509023,sanscategorie2
attention,0.0004516711833784999,sanscategorie2
faux,0.0004516711833784999,sanscategorie2
oublier,0.0019056715331786937,sanscategorie3
peux,0.0009775715209294046,sanscategorie3
choisi,0.0006367398917542176,sanscategorie3
parler,0.00046882325363337954,sanscategorie3
vice,0.00041928721174004137,sanscategorie3
demain,0.0003183699458771088,sanscategorie3
vrai,0.004976558061206548,sanscategorie_reviennent_souvent
toi,0.0044229750136773925,sanscategorie_reviennent_souvent
faut,0.003541567046909819,sanscategorie_reviennent_souvent
tête,0.003173868350748767,sanscategorie_reviennent_souvent
nuit,0.0023474204282168134,sanscategorie_reviennent_souvent
prends,0.001337370144534777,sanscategorie_reviennent_souvent
croire,0.001188302104152824,sanscategorie_reviennent_souvent
air,0.0009033423667569998,sanscategorie_reviennent_souvent
pourquoi,0.0008881104653734209,sanscategorie_reviennent_souvent
crois,0.0008096548828085665,sanscategorie_reviennent_souvent
système,0.00046882325363337954,sanscategorie_reviennent_souvent
école,0.0004516711833784999,sanscategorie_reviennent_souvent
sommeil,0.00041928721174004137,sanscategorie_reviennent_souvent
choses,0.0003183699458771088,sanscategorie_reviennent_souvent
yeux,0.0003183699458771088,sanscategorie_reviennent_souvent
job,0.014314928425357854,travail
boulot,0.0009551098376313263,travail
guerre,0.018734573351348163,violence
battre,0.00240054869684499,violence
pleurer,0.002044989775051122,violence
meurt,0.0008474704749776371,violence
mourir,0.0006592015750522957,violence
mort,0.0005291005291005284,violence
rivaliser,0.0004516711833784999,violence
sang,0.0004516711833784999,violence
balles,0.0003429355281207128,violence
mal,0.003152878593061561,émotions/adjectifs_négatif
peur,0.0023294307804673526,émotions/adjectifs_négatif
faute,0.002310123387766826,émotions/adjectifs_négatif
seul,0.0009775715209294046,émotions/adjectifs_négatif
nerfs,0.0008699321582757154,émotions/adjectifs_négatif
pire,0.0007523977236548859,émotions/adjectifs_négatif
fou,0.0006613054739978215,émotions/adjectifs_négatif
grosse,0.00046882325363337954,émotions/adjectifs_négatif
personne,0.00043402777777777716,émotions/adjectifs_négatif
sale,0.00041928721174004137,émotions/adjectifs_négatif
haine,0.000340831629175187,émotions/adjectifs_négatif
envie,0.0003183699458771088,émotions/adjectifs_négatif
manque,0.0003183699458771088,émotions/adjectifs_négatif
regrets,0.0003183699458771088,émotions/adjectifs_négatif
triste,0.0003183699458771088,émotions/adjectifs_négatif
fier,0.000340831629175187,émotions/adjectifs_positif
respect,0.0003183699458771088,émotions/adjectifs_positif
